Record Sequence Number,EQID_Code,EQID,Epicenter Latitude (deg; positive N),Epicenter Longitude (deg; positive E),Hypocenter Depth (km),Magnitude,Station ID,Station Code,SSN,Station Latitude (deg positive N),Station Longitude (deg positive E),FBA,Tn,P*,Cat,Repi_OpenQuake,Rrup_OpenQuake,Rhypo_OpenQuake,Tcorner,Rvolc [km],FBA_RvolcBased,Total,dBe,dWe,dBe Tau Fixed,dWe Tau Fixed,Magbin,R_Bin,Rvolc_Bin,Rvolc[%],dWe_Convert,Cat_Tag,T_0.01_RotD50,T_0.02_RotD50,T_0.03_RotD50,T_0.05_RotD50,T_0.075_RotD50,T_0.1_RotD50,T_0.15_RotD50,T_0.2_RotD50,T_0.25_RotD50,T_0.3_RotD50,T_0.4_RotD50,T_0.5_RotD50,T_0.75_RotD50,T_1.0_RotD50,T_1.5_RotD50,T_2.0_RotD50,T_3.0_RotD50,T_4.0_RotD50,T_5.0_RotD50,T_6.0_RotD50,T_7.5_RotD50,T_10.0_RotD50
168,CO_20140105033638,84,4.609,-76.6867,32.7999999999999,5.5045,RNAC_252,MAL,196,4.01,-77.3318,0,0.22,1.97108042447752,3,97.82406054,99.29520587,104.1328303,7.75945683802134,0.0,0,-0.6387328259918039,-0.1887,-0.4500328259918039,-0.3002000301742843,-0.3385327958175196,5.5<= M < 6.0,50<= R < 100,,0.0,0.6376072211888272,s3,0.004418554169215,0.0044880312028542,0.0045132161600407,0.0046753178134556,0.0049345736941896,0.0064252014841997,0.0098460947288481,0.0107930560448521,0.0111473027930682,0.0108374302548419,0.0128455241794087,0.0052046272935779,0.0045184879785932,0.0021727592293577,0.0007010049673802,0.0004919402793068,0.0002550568776758,0.0001485830958205,9.911375637104996e-05,5.115774413863405e-05,3.29782874617737e-05,
169,CO_20140109125017,85,3.017,-75.9317,15.3999999999999,5.0104,RNAC_252,MAL,196,4.01,-77.3318,1,0.22,1.97108042447752,3,190.8455397,190.7329716,191.6099943,1.6,8.20214806479168,1,-0.964732825991804,0.21,-1.174732825991804,0.209970453577446,-1.17470327956925,5.0<= M < 5.5,150<= R < 200,0.0,4.29779395299731,0.3089014991156624,s3,0.0004706703119266,0.000494008393476,0.0004824843251783,0.0004820020815494,0.0005176333853211,0.0005480628909276,0.0008350125412844,0.0011906068572884,0.001917076814475,0.0012258361467889,0.0013248269663608,0.0008710699347604,0.0006375463170234,0.0004385503965341,0.0002847707043832,,,,,,,
185,CO_19990125181918,20,4.445,-75.659,17.0,6.1355,RNAC_38,CBOCA,46,4.7817,-75.6455,0,0.22,2.0570102921407,3,39.31492888,40.67992609,46.09384944,4.40771349862259,0.0,0,0.4478219898548215,-0.0419,0.4897219898548215,-0.0906508326576597,0.5384728225124812,6.0<= M < 6.5,0<= R < 50,,0.0,1.631862482560814,s3,0.0710577858002038,0.0715466065239551,0.073096486687054,0.0837544193374108,0.1190622777777777,0.1508965416921508,0.1267921547400611,0.1956256699286442,0.1986570022426095,0.2007641173292558,0.1401724799184505,0.0753057577268093,0.0699405568909276,0.0579833770642201,0.0306180457696228,0.0183110878185524,0.0061851241039755,0.0038304848848114,,,,
187,CO_20140105033638,84,4.609,-76.6867,32.7999999999999,5.5045,RNAC_38,CBOCA,46,4.7817,-75.6455,0,0.22,2.0570102921407,3,116.7490563,119.2361831,122.5055422,1.6,0.0,0,-1.276278010145178,-0.1887,-1.087578010145178,-0.3002000301742843,-0.9760779799708942,5.5<= M < 6.0,100<= R < 150,,0.0,0.3370317935689641,s3,0.0018232954862385,0.0018373859541284,0.0018608119969418,0.0019610847859327,0.002490921362895,0.0034651811009174,0.0044604874740061,0.0044013761783893,0.0051312715290519,0.0047968667329255,0.0039316453771661,0.0030452116472986,0.0035002873323139,0.0009116924566768,0.0004951162191641,,,,,,,
188,CO_20140109125017,85,3.017,-75.9317,15.3999999999999,5.0104,RNAC_38,CBOCA,46,4.7817,-75.6455,1,0.22,2.0570102921407,3,198.9017746,197.0378324,199.7617376,15.48886737657309,0.5489473889449564,1,-1.263378010145178,0.21,-1.473378010145178,0.209970453577446,-1.473348463722624,5.0<= M < 5.5,150<= R < 200,0.0,0.2759891861442228,0.2291501049236444,s3,0.0003519280366972,0.0003705874882772,0.0003814969714576,0.0004196579051987,0.0006250716279306,0.000747753501529,0.0010141196697247,0.0011212031865443,0.0008197345280326,0.0006769889245667,0.0006494276330275,0.0006205814444444,0.0003489169317023,0.0003462433781855,0.0001441043853211,0.0001154378878695,3.033522018348624e-05,2.242253618756371e-05,1.211367889908257e-05,8.19569724770642e-06,7.527192660550458e-06,5.810382262996942e-06
189,CO_19940606204742,1,2.91,-75.978,12.0,6.7765,RNAC_7,BOG,32,4.641,-74.08,0,1.3,3.00465025008449,5,286.3930455,269.2769609,287.6128833,2.205071664829107,11.16381950530845,1,0.8018520403721631,0.5582,0.243652040372163,0.2451238604848695,0.5567281798872936,,250<= R < 300,0.0,3.898076325777418,1.275900291449535,s5,0.0200626717940876,0.0202045065545361,0.0207565171049949,0.0203835153516819,0.0204357727828746,0.0202552769317023,0.0203083103261977,0.0212819246585117,0.0223011853211009,0.0223384844342507,0.0302579169011213,0.0395243469215086,0.0621930049847094,0.0505301972477064,0.0507698381243629,0.0590320227319062,,,,,,
190,CO_19950119150505,4,5.046,-72.939,17.0,6.4996,RNAC_7,BOG,32,4.641,-74.08,0,1.3,3.00465025008449,5,138.2979423,125.1800616,140.4291506,1.6,0.0,0,0.8803520403721631,0.2872,0.5931520403721631,0.07860341409672267,0.8017486262754404,6.0<= M < 6.5,100<= R < 150,,0.0,1.809683630773168,s5,0.0516172113251783,0.0517070281141692,0.0520088383690112,0.0523457712538226,0.0522286109989806,0.0527502807441386,0.0545824702956167,0.0554529707237512,0.0545054592864424,0.0672240069113149,0.0869165039857288,0.0964551786646279,0.1317653108053007,0.1258256507645259,0.154414121304791,,,,,,,
195,CO_19990125181918,20,4.445,-75.659,17.0,6.1355,RNAC_7,BOG,32,4.641,-74.08,1,1.3,3.00465025008449,5,177.1648945,169.4691565,178.9364775,1.6,29.91788095357562,1,-0.277347959627837,-0.0419,-0.235447959627837,-0.0906508326576597,-0.1866971269701773,6.0<= M < 6.5,150<= R < 200,25.0,16.88702552388313,0.7902167851143819,s5,0.0056352811600407,0.0056416480723751,0.0057202633374108,0.0060316655056065,0.0067081786615698,0.0066050042986748,0.0061282725565749,0.0062148652364933,0.0065543437441386,0.0074613448481141,0.0093722164383282,0.0114847480020387,0.0130617436799184,0.0172842453618756,0.0131507630479102,,,,,,,
197,CO_20000117122008,23,6.721,-71.998,43.3,5.5532,RNAC_7,BOG,32,4.641,-74.08,0,1.3,3.00465025008449,5,323.9220014,324.219615,327.3397894,2.549394518801784,0.0,0,-0.170447959627837,-0.3964,0.225952040372163,-0.3342649656357777,0.1638170060079407,5.5<= M < 6.0,,,0.0,1.253515545697483,s5,0.0012003131111111,0.0012504915749235,0.0013107277686034,0.0016657547635066,0.0030541620540265,0.002065580169215,0.0012502330428134,0.0010382044638124,0.0012335603720693,0.0011976048909276,0.0012826196911314,0.001520347343527,0.002434029687054,0.0020738159449541,0.0018432014607543,0.0028389886656472,,,,,,
203,CO_20080524192044,53,4.374,-73.708,14.6999999999999,5.8671,RNAC_7,BOG,32,4.641,-74.08,0,1.3,3.00465025008449,5,50.83772794,48.24316794,55.22836256,2.065582235992771,0.0,0,-0.03434795962783697,-0.0735,0.03915204037216302,-0.10375249495187,0.069404535324033,5.5<= M < 6.0,0<= R < 50,,0.0,1.039928582759875,s5,0.0326279957696228,0.0326491452293578,0.0326742009072375,0.0327517976248725,0.0346680192456676,0.0364693849541284,0.0359366578899082,0.0434794653516819,0.0438066721916411,0.0520855960040774,0.0635237712742099,0.0736818008868501,0.0692053053720693,0.0769763605504587,0.0755223198980632,0.0980697981141692,,,,,,
209,CO_20140105033638,84,4.609,-76.6867,32.7999999999999,5.5045,RNAC_7,BOG,32,4.641,-74.08,1,1.3,3.00465025008449,5,288.6785982,288.373296,291.1906886,1.6,33.09143668983466,1,-0.679747959627837,-0.1887,-0.491047959627837,-0.3002000301742843,-0.3795479294535526,5.5<= M < 6.0,250<= R < 300,25.0,11.46307239129259,0.6119847227379732,s5,0.0006648470285423,0.0007096575759429,0.0006504990754332,0.0010616714984709,0.0011525982099898,0.0008449805443425,0.0006280098236493,0.0007357591060142,0.0007026837349643,0.0008322648807339,0.0014135719989806,0.0014300010336391,0.0023873766615698,0.0014265690122324,0.001079816678899,,,,,,,
210,CO_20140109125017,85,3.017,-75.9317,15.3999999999999,5.0104,RNAC_7,BOG,32,4.641,-74.08,0,1.3,3.00465025008449,5,273.4961703,271.1243297,274.1955004,1.942690626517727,0.4290681643656087,1,0.983452040372163,0.21,0.7734520403721631,0.209970453577446,0.773481586794717,5.0<= M < 5.5,250<= R < 300,0.0,0.1568826956132368,2.167234737424371,s5,0.002030647706422,0.0020866596330275,0.0020826273486238,0.0023243805351681,0.0022054234505606,0.002270822745158,0.0022687009317023,0.0031160879245667,0.0042800694352701,0.0045322764454638,0.0088355874607543,0.0071447559633027,0.00472351508053,0.0040593372497451,0.0025932605392456,,,,,,,
211,CO_20140217094136,87,6.5355,-71.7051,41.1,5.3235,RNAC_7,BOG,32,4.641,-74.08,0,1.3,3.00465025008449,5,334.9456852,336.0615296,337.9550925,3.262642740619902,0.0,0,0.04275204037216304,0.2625,-0.219747959627837,-0.004158254861956217,0.04691029523411926,5.0<= M < 5.5,,,0.0,0.8027210905908686,s5,0.0009523797767584,0.0023808508807339,0.0008877867217125,0.0009929440846075,0.0011186846544342,0.0010687374964322,0.0011608408919469,0.0013398450265035,0.0015996184260958,0.001704715667686,0.0029745914556574,0.0013980220978593,0.0011577945688073,0.0013479870489296,0.0011586963465851,0.0013431897645259,0.0004428791814475,,,,,
232,CO_19961104172500,13,7.364,-77.38,14.0,6.2562,RNAC_322,SOL,235,6.2236,-77.4054,1,0.58,2.57307893177713,4,127.507655,118.2244837,128.8635606,2.169315038776506,0.0,0,-0.5932950856642403,0.1477,-0.7409950856642402,-0.1121497366126155,-0.4811453490516248,6.0<= M < 6.5,100<= R < 150,,0.0,0.4766393824431781,s4,0.0089846320468909,0.0092425775626911,0.0093361011427115,0.0091731269459734,0.0091640050489296,0.0094501969215086,0.011835463883792,0.0126201338226299,0.0185148192150866,0.0235598922833843,0.0249819671661569,0.0281297612742099,0.0193447647910295,0.0173634726503567,0.0071748760163098,0.0029064159673802,,,,,,
242,CO_20130825233555,82,7.644,-74.999,24.6999999999999,4.8747,RNAC_322,SOL,235,6.2236,-77.4054,1,0.58,2.57307893177713,4,308.4917191,308.579352,309.587239,9.580838323353293,0.0,0,-1.12819508566424,-0.0116,-1.11659508566424,-0.3128799031506486,-0.8153151825135916,4.5<= M < 5.0,,,0.0,0.3273926428745579,s4,0.0001574356799184,0.0001841368195718,0.0001559422803261,0.0002406814342507,0.000268125687054,0.0001603427991845,0.0001288083149847,0.0001415809745158,0.0001571922905198,0.0001657881834862,0.0002830303109072,0.0004422453567787,0.0003724842823649,0.0002596701345565,0.0001007647298674,4.618367889908256e-05,1.681649949031601e-05,7.50723241590214e-06,4.187078491335373e-06,4.610655453618757e-06,3.470479102956167e-06,
243,CO_20140105033638,84,4.609,-76.6867,32.7999999999999,5.5045,RNAC_322,SOL,235,6.2236,-77.4054,0,0.58,2.57307893177713,4,196.6087137,196.301949,199.8133537,1.6,0.0,0,-1.74509508566424,-0.1887,-1.55639508566424,-0.3002000301742843,-1.444895055489956,5.5<= M < 6.0,150<= R < 200,,0.0,0.2108949607804193,s4,0.0005705631488277,0.0005961807716615,0.0005499052884811,0.0006959091712538,0.0006447747808358,0.0007221317023445,0.0008277752140672,0.0009586637288481,0.0012764978103975,0.0016919927308868,0.0014966054424057,0.0017465228786952,0.0011598668032619,0.0008175261355759,0.0003100594729867,,,,,,,
250,CO_20141128043623,95,8.7436,-77.4611,51.4,5.0937,RNAC_322,SOL,235,6.2236,-77.4054,1,0.58,2.57307893177713,4,280.0986715,283.2948994,285.1087484,8.146639511201629,0.0,0,-1.42259508566424,-0.171,-1.25159508566424,-0.4341867591129447,-0.9884083265512955,5.0<= M < 5.5,250<= R < 300,,0.0,0.2860481614490994,s4,0.0002457794607543,0.0002538898491335,0.0002476419949031,0.0002425478542303,0.0002496605280326,0.000255947609582,0.0003389729082568,0.0003778629051987,0.0005364939816513,0.0006004769877675,0.0005973600397553,0.0009520137471967,0.0006174808236493,0.0004979004831804,0.0001983484617737,0.0001110390040774,3.586445361875637e-05,2.045599388379205e-05,1.313758409785933e-05,7.876935779816514e-06,4.778391437308868e-06,
258,CO_20150729001025,105,8.23,-77.32,12.0,5.9287,RNAC_322,SOL,235,6.2236,-77.4054,1,0.58,2.57307893177713,4,225.1486118,221.3991779,225.733535,1.82907311719786,0.0,0,-0.5959950856642402,-0.0974,-0.4985950856642402,-0.2346926396346229,-0.3613024460296173,5.5<= M < 6.0,200<= R < 250,,0.0,0.607383382192302,s4,0.0021789052069317,0.0022251801834862,0.002197809570846,0.002218085424057,0.002199002775739,0.002277606745158,0.0025105009215086,0.0026330034984709,0.0032749234057084,0.004005101895005,0.0064082856269113,0.0073507565290519,0.0051811891427115,0.0052463282691131,0.0032829136758409,,,,,,,
259,CO_20151012043541,107,7.54,-77.48,10.0,4.9386,RNAC_322,SOL,235,6.2236,-77.4054,1,0.58,2.57307893177713,4,146.8814752,144.8032353,147.2706292,2.298190175237001,0.0,0,-0.04659508566424023,0.1429,-0.1894950856642402,-0.04871344236181768,0.002118356697577449,4.5<= M < 5.0,100<= R < 150,,0.0,0.8273767828947763,s4,0.0021312474250764,0.002137472030581,0.0021500583333333,0.0021822303109072,0.0023553947522935,0.0025375830234454,0.0029831830978593,0.0034826224587155,0.005014969374108,0.0074788596360856,0.0092378616941896,0.0080161589520897,0.0042512322517838,0.0026356903904179,0.0007749721946992,0.0003645079898063,,,,,,
261,CO_20151229025406,110,6.86,-76.7,5.69999999999999,5.0933,RNAC_322,SOL,235,6.2236,-77.4054,1,0.58,2.57307893177713,4,105.8736871,103.5720052,106.1241369,1.6,0.0,0,-0.5511950856642404,-0.0449,-0.5062950856642403,-0.2916980704409847,-0.2594970152232556,5.0<= M < 5.5,100<= R < 150,,0.0,0.6027244899035207,s4,0.0026505687247706,0.0026608249816513,0.0026747712915392,0.0027293195107033,0.003077717706422,0.0035872054199796,0.004751841404689,0.0054341149082568,0.0069826054159021,0.0090955237359836,0.0093600339398572,0.008426258011213,0.0050757367849133,0.0022189889113149,0.000614654980632,,,,,,,
